transaction_id,date,merchant_raw,amount
e90c391a-3379-44df-9927-30b5b3da5973,2026-04-22 17:40:25,Netflix SAN FRANCISCO,-15.0
9624d960-050e-4bc2-8660-ab110bde5832,2026-04-22 09:07:35,Whole Foods #12345,-52.24
9eccbb0e-aea8-4712-9580-aae5ec2c6e4a,2026-04-21 06:38:21,SQ* Amazon SAN FRANCISCO,-74.31
c1c2f2dc-3f47-41b4-a1bc-375eab6fdd72,2026-04-20 11:52:17,LOEWE SAN FRANCISCO,-598.43
ebb7e7ea-c3af-4a49-bd26-27efc0f29f2d,2026-04-20 06:53:47,AMZN MKTP US* LOEWE NY,-1126.21
e1934487-a1c3-4544-ba5b-4642e557051c,2026-04-19 03:56:20,LOEWE,-1351.88
afd23cd6-d7ae-4978-b0f4-18a998ed0cd1,2026-04-18 16:23:56,AMZN MKTP US* LOEWE CA,-1109.8
129967d6-bfc9-4128-bf37-bd383a557b49,2026-04-17 02:58:51,DoorDash SAN FRANCISCO,-40.94
8fad3e9a-9022-4b9f-a53f-142822464865,2026-04-16 14:08:43,DoorDash CA,-34.32
195544da-10fb-4df8-b82f-dadaf2cb9cce,2026-04-16 04:41:56,LOEWE CA,-1113.94
30ab2d7a-616d-4306-8c3f-eb9b348d053f,2026-04-16 01:31:57,Alo Yoga #12345,-104.3
d3106d09-16bc-45bd-9598-5f3bfb1976f0,2026-04-13 18:42:21,TST* Netflix SAN FRANCISCO,-15.0
3cf1f549-625b-4f62-b217-1a75e587f4b1,2026-04-13 06:11:05,AMZN MKTP US* Uber NY,-36.76
b1cc8d21-df0d-48b2-b45b-8e569caba4d5,2026-04-12 16:27:12,TST* Uber NY,-24.08
b0298d7c-e853-4226-962e-cb3382b2d1c1,2026-04-12 04:15:43,SQ* LOEWE,-866.15
a474331b-e4b6-4735-9057-9f4e51e6dd45,2026-04-10 19:39:17,Starbucks CA,-4.15
252abb63-6084-41d5-84e2-bd6adf53fb83,2026-04-10 01:28:09,SQ* Netflix,-15.0
629705ea-72cf-40f3-9f85-99db7864abae,2026-04-09 18:54:05,Amazon #12345,-67.78
f3ac166c-3156-4576-bce3-d543b4b5f8fa,2026-04-09 11:46:06,PAYPAL *Uber CA,-48.96
d2637049-25d7-460f-99e7-da88f92978f5,2026-04-08 22:20:57,SQ* Netflix,-15.0
01e85fce-4138-4ff1-b701-d547a28038a3,2026-04-08 22:08:51,Alo Yoga,-81.25
087f3f5e-7001-4156-a7b3-b93ce3d34e17,2026-04-07 06:09:52,AMZN MKTP US* LOEWE SAN FRANCISCO,-969.26
d8107273-bd33-4db4-b0d7-5e3e79a2e92b,2026-04-06 10:22:42,SQ* Uber NY,-37.94
bc1655ac-4a82-430b-b648-8bf7ea0bf93c,2026-04-05 19:11:56,AMZN MKTP US* Uber NY,-40.39
c33a6bfb-de64-4d5b-a58f-445b48f19f8a,2026-04-04 07:13:59,PAYPAL *Uber,-21.96
7c4402af-e8b2-45f1-be2c-cfae2927f1fb,2026-04-03 23:32:52,PAYPAL *Starbucks SAN FRANCISCO,-4.59
8159b8d9-bad7-423b-9852-f8be5620308c,2026-04-03 06:37:39,SQ* Alo Yoga #12345,-93.95
f88cd39c-b873-46b9-99b4-664107b030b0,2026-04-02 07:15:59,SQ* DoorDash #12345,-58.34
3297480d-8b4b-4aa4-8783-35997e3aabc2,2026-04-01 16:20:30,PAYPAL *Uber #12345,-40.24
2342ccd0-b439-4ef2-9234-2d5f3c73ba04,2026-04-01 08:22:11,AMZN MKTP US* Alo Yoga,-69.06
c4a9eb77-3e45-4850-868a-963ec3e09e72,2026-04-01 08:00:00,ACH ELECTRONIC CREDIT DIRECT DEP TECH CORP,10000.0
3678e1e2-2c2d-4eae-b5a2-624d72a5385d,2026-03-31 03:37:50,LOEWE SAN FRANCISCO,-860.37
98c3d865-0a70-4aab-a49d-7b9b6792cf67,2026-03-30 20:00:43,AMZN MKTP US* Amazon SAN FRANCISCO,-192.28
a97ecdc8-5ced-43e3-ab4b-7795631eaf3c,2026-03-30 05:44:26,TST* Uber #12345,-30.26
73ead6ac-dc93-43bf-800b-fc0c7bd9f606,2026-03-29 14:01:56,TST* LOEWE #12345,-1133.64
d028dee6-ed31-4ac2-8000-11d9c4196458,2026-03-29 10:01:50,Airbnb #12345,-394.16
ad38b03d-2839-4a07-842a-e6fbd53eed2b,2026-03-28 01:37:49,TST* DoorDash SAN FRANCISCO,-50.97
4d746280-385f-4221-a254-9668a22fc765,2026-03-26 23:16:16,SQ* DoorDash CA,-51.66
502682b5-2090-4811-9247-cdec08463f6d,2026-03-25 14:37:43,PAYPAL *Amazon,-116.4
1aa2b030-7e4c-4391-91ad-60d39509f648,2026-03-25 09:17:59,AMZN MKTP US* Uber NY,-21.7
808d791f-4b82-4460-8235-093978abd998,2026-03-23 20:17:39,TST* Starbucks NY,-4.32
89ae100f-6d56-491d-945b-acdd94bdf863,2026-03-22 11:27:47,AMZN MKTP US* Starbucks SAN FRANCISCO,-11.57
32171514-777f-49e7-85a3-f64b6f070a42,2026-03-21 19:00:06,PAYPAL *Whole Foods NY,-121.2
74caf6d8-03e8-4bab-9036-e5b595554c51,2026-03-20 21:37:53,AMZN MKTP US* Whole Foods #12345,-145.64
c3a7b3c8-6b3e-4a7e-9752-1e5f01801f90,2026-03-20 17:49:56,LOEWE CA,-447.13
23e26dfc-4f82-46cb-9e64-dc58f83c7792,2026-03-20 16:00:04,Whole Foods,-68.8
3f4f930b-e781-4238-aac3-bfcdadee2ef0,2026-03-20 05:24:29,Whole Foods NY,-107.01
851d3a95-04e6-4aeb-812b-491119a7ccb2,2026-03-19 02:53:02,Airbnb SAN FRANCISCO,-1151.74
60495dba-7b82-45df-858f-0160c202b75e,2026-03-18 15:15:45,SQ* Alo Yoga #12345,-84.72
449465c4-24cf-408f-accb-7a96cad9bbdd,2026-03-18 13:41:14,PAYPAL *DoorDash,-55.37
2bbda7e0-b820-4bb4-aae6-c9e0f6d1c9a7,2026-03-17 19:23:00,TST* DoorDash SAN FRANCISCO,-22.66
010b98b5-2997-4426-8915-f16be65213f0,2026-03-17 00:40:18,TST* Uber,-38.69
bfa2e46d-d72d-4a4b-b67d-b9d09838174b,2026-03-16 01:41:28,TST* Airbnb #12345,-406.33
c0dfc215-0bf3-41ad-9759-b85b6e936f7e,2026-03-15 21:05:17,TST* Whole Foods NY,-81.94
20609a77-f66b-490d-84e5-933634ca7019,2026-03-15 18:04:40,AMZN MKTP US* Airbnb,-1133.2
32390c76-a01e-43a8-9af4-ca7a2963775c,2026-03-15 17:29:20,PAYPAL *DoorDash NY,-41.98
e84a7981-13d2-4ead-8a06-8b51c564e44f,2026-03-15 11:12:50,PAYPAL *DoorDash NY,-21.14
9beb1d74-d8f4-49d2-b0f7-d3298d13c503,2026-03-14 22:35:39,TST* Airbnb #12345,-658.69
25e19b49-4e6b-48bd-8af9-a7685a418c83,2026-03-14 12:36:29,Whole Foods SAN FRANCISCO,-149.16
15957836-0c7b-40ac-aaff-3db18b180dfd,2026-03-14 06:36:18,TST* Amazon CA,-17.44
0fcf5593-517d-4829-9291-fa200508511c,2026-03-13 19:37:27,TST* Alo Yoga,-113.79
f9a05f66-b5b3-47f3-80b1-cf12db5604b6,2026-03-07 13:09:02,SQ* Alo Yoga,-104.71
ed2fc142-70e1-4b6d-88db-da927eff6d94,2026-03-07 03:31:16,TST* Airbnb NY,-1070.29
c4fa7933-4bf8-4944-8ced-11137b856c20,2026-03-07 00:59:15,AMZN MKTP US* LOEWE CA,-1138.7
5fd523ac-5cdd-426e-8787-ff66de2e970a,2026-03-06 19:28:20,PAYPAL *Starbucks CA,-11.74
4bd6c1e9-fc09-4671-8d8c-f3be20c97c65,2026-03-03 12:37:31,SQ* DoorDash SAN FRANCISCO,-20.98
62ce0567-98b2-4d00-91ca-1a1dc3c0244d,2026-03-03 11:09:31,Netflix SAN FRANCISCO,-15.0
22bdafb2-f6b6-4a8a-a863-44161ae92fc2,2026-03-03 03:13:22,AMZN MKTP US* Alo Yoga NY,-64.39
d6bafe10-f6ca-4b7d-b21f-95e2f2732e4b,2026-03-02 13:54:09,TST* Netflix NY,-15.0
580843ea-c3f2-4285-940c-eefb20f081da,2026-03-01 23:59:50,PAYPAL *DoorDash CA,-22.35
2f249b65-fb27-4536-a094-babdbdb987e2,2026-03-01 08:00:00,ACH ELECTRONIC CREDIT DIRECT DEP TECH CORP,10000.0
4a9e5205-2797-4c05-8161-65c559312ea8,2026-02-27 09:05:04,AMZN MKTP US* Airbnb CA,-733.2
ac297809-2443-4949-a8fc-c614fed95165,2026-02-26 10:30:24,DoorDash NY,-59.86
d51a621d-1513-473b-acd8-ac138d990626,2026-02-26 00:16:57,PAYPAL *Whole Foods NY,-118.04
b7c022f0-2072-45df-8c09-9ee12a14d41c,2026-02-24 18:03:39,Airbnb CA,-945.11
37ed5af8-b691-4d03-987a-04aead0ec053,2026-02-24 03:11:29,AMZN MKTP US* Alo Yoga,-58.19
e7e11c00-4c2d-4eda-8686-17c2b36752d6,2026-02-23 12:43:46,TST* Uber,-30.97
6d4a9794-f3c7-4125-9b56-99eda79068b0,2026-02-22 09:27:36,PAYPAL *Netflix,-15.0
f7734805-bb53-43b6-9afa-5032e8d347ac,2026-02-22 03:43:05,SQ* DoorDash CA,-26.16
0db1e135-0dcd-499a-aa46-7a68428b6473,2026-02-21 13:18:07,PAYPAL *Amazon NY,-18.66
2fe9e7af-cdec-4d4e-abb9-e6e4fb1d684d,2026-02-21 11:33:21,AMZN MKTP US* Amazon,-151.82
94059aa4-a4c6-4854-b42b-756513d92197,2026-02-20 20:49:56,SQ* Netflix CA,-15.0
7fecd4d5-8371-4d11-8eed-4ad9e351a669,2026-02-20 03:20:48,PAYPAL *Netflix NY,-15.0
140c20e9-4496-4f2e-bdc2-1e50d5a4fbdf,2026-02-20 02:48:44,Airbnb NY,-372.83
bbac99d7-0404-4902-8a2d-c32a45d9548f,2026-02-18 14:05:24,SQ* Netflix,-15.0
626a862c-84ef-4368-bc91-bb8858f9610a,2026-02-16 10:35:42,SQ* Alo Yoga NY,-106.3
888752eb-9894-4b6f-8fcd-0b49c70165ff,2026-02-14 11:01:16,AMZN MKTP US* Uber NY,-47.88
c87161df-56e8-4b82-938f-c85be1afaa2e,2026-02-11 22:47:14,AMZN MKTP US* Starbucks,-9.9
0241515d-6c28-4667-8cc2-3b381d27e8e1,2026-02-10 14:28:06,DoorDash CA,-32.97
05aeaee4-ade2-4536-9c94-cea26619bd1d,2026-02-10 12:58:26,TST* Amazon CA,-32.39
a7cc6ff2-e9ab-4027-95e7-6287696b51be,2026-02-10 07:22:03,AMZN MKTP US* Netflix,-15.0
64a39154-6273-4c43-862d-1a3ca3725a49,2026-02-10 03:42:52,AMZN MKTP US* LOEWE CA,-836.47
02504d20-dc37-4c31-93eb-b757a79e7d77,2026-02-08 11:58:02,AMZN MKTP US* Amazon SAN FRANCISCO,-73.34
bd12cef1-5c76-4104-89db-4b021f7524f9,2026-02-08 03:22:32,PAYPAL *Airbnb,-607.66
d6340d3b-b350-4d4d-b116-6e3a897ae7a2,2026-02-07 11:25:34,TST* Whole Foods CA,-114.39
615e7d88-119c-4570-ba06-0ba628808342,2026-02-07 03:41:38,TST* Netflix #12345,-15.0
382416af-9924-4006-a6ba-102e87060a9a,2026-02-05 08:48:48,TST* DoorDash SAN FRANCISCO,-40.96
da746b1a-9133-4f50-a4fc-09253c930398,2026-02-04 05:34:18,Alo Yoga NY,-63.24
cfe523ee-3d21-41fd-8b14-c087543531b9,2026-02-03 21:11:45,Amazon CA,-141.43
79a1f770-bae9-4c28-9364-93bb84316d46,2026-02-02 13:32:42,SQ* Starbucks SAN FRANCISCO,-11.93
87f1cbd8-a045-4cea-8267-4c1eb05af91b,2026-02-02 12:27:26,TST* Uber #12345,-21.22
ddfdd95f-3a2c-48f3-aac4-267a3771d056,2026-02-01 09:02:14,AMZN MKTP US* Netflix NY,-15.0
abee4beb-de83-49b5-a776-7799a418fa57,2026-02-01 08:10:38,Starbucks NY,-4.37
1a641f7b-975a-4c9e-9447-69f3d581c7e0,2026-02-01 08:00:00,ACH ELECTRONIC CREDIT DIRECT DEP TECH CORP,10000.0
43472e7c-b2b2-42be-bcf9-7fd9df9a50fd,2026-01-29 04:43:38,TST* Alo Yoga SAN FRANCISCO,-73.99
282087b6-f18b-4320-802b-9c43744aa0bc,2026-01-27 16:21:24,LOEWE SAN FRANCISCO,-930.0
5858fe4f-22fe-4a6b-8953-1b548e3fbead,2026-01-27 00:12:49,PAYPAL *Starbucks SAN FRANCISCO,-10.78
17bde4d1-7dec-403d-8bde-913af33d5f44,2026-01-26 09:44:39,AMZN MKTP US* LOEWE NY,-622.42
029db86f-9da4-4822-a1c1-e85918df1363,2026-01-26 02:55:16,PAYPAL *Starbucks,-11.53
06f4c290-1aaa-4567-8343-1e7c98be0a7b,2026-01-24 05:29:10,PAYPAL *Netflix SAN FRANCISCO,-15.0
400cb935-917d-4769-998d-ed4ee2f9ea42,2026-01-23 13:57:18,SQ* Uber NY,-48.04
9cac0627-a3d9-46d8-a5bf-e290a2ccface,2026-01-22 19:02:20,AMZN MKTP US* Netflix NY,-15.0
76f0ef80-3fe2-4696-bd8c-9ae611717a3b,2026-01-21 16:07:05,TST* LOEWE CA,-1466.01
cded8a45-cd13-4e0b-b2bf-1d416fbd63fd,2026-01-21 13:56:20,Starbucks NY,-4.79
4f9de5a4-73d7-4420-91be-87eb43164167,2026-01-21 07:21:33,PAYPAL *Uber SAN FRANCISCO,-19.13
b2732b24-6713-402e-9f8a-65655fb77137,2026-01-20 10:22:59,TST* Alo Yoga SAN FRANCISCO,-108.43
ca0923a1-a4db-4018-aca2-e1276dceabe9,2026-01-18 04:33:35,SQ* DoorDash #12345,-55.6
d8cdfaed-f06c-4a4d-81b4-8520ca53a9d4,2026-01-18 03:52:40,PAYPAL *LOEWE,-1409.98
0ffce3a5-bdd3-4433-95ac-2630cbf0e2f2,2026-01-17 06:56:23,AMZN MKTP US* Whole Foods NY,-130.18
fec5d06b-707d-4d9e-83ad-becd3446235d,2026-01-17 05:01:34,PAYPAL *Starbucks #12345,-8.19
e23ea125-2d27-4e87-ba63-379eb4007f41,2026-01-16 16:33:31,PAYPAL *Netflix SAN FRANCISCO,-15.0
90c10f7a-f5c6-4497-82ef-bf8542c23e72,2026-01-16 03:11:33,AMZN MKTP US* Starbucks CA,-11.58
5a05fef5-2994-418f-af8a-fc3845814aba,2026-01-15 21:15:22,SQ* LOEWE SAN FRANCISCO,-1104.76
9677ec95-8d5c-480a-96bc-ea1473f28b99,2026-01-15 15:44:55,PAYPAL *Starbucks SAN FRANCISCO,-10.87
028d9a3c-a01c-4c0f-8f66-a107a4fe91ec,2026-01-14 16:20:49,DoorDash #12345,-41.09
187f3753-f659-4030-bf5a-f13e681bd092,2026-01-14 07:30:45,LOEWE #12345,-1288.23
f4f6790b-df65-4963-8b1b-9c6484ce7e93,2026-01-14 04:24:22,SQ* Whole Foods CA,-100.5
5ae9e569-6408-440f-af6d-52351ddefa5a,2026-01-14 03:16:20,PAYPAL *Alo Yoga #12345,-112.32
2f8a1ce1-3107-4402-b878-5c16874cf440,2026-01-13 19:14:58,PAYPAL *LOEWE CA,-601.49
36cf8d52-2371-4e34-913f-4ab9570aaab6,2026-01-13 11:47:21,SQ* Uber #12345,-48.59
3c4c7fbb-2698-4d7a-9238-ee48c06c27f5,2026-01-11 21:52:30,TST* Whole Foods CA,-114.09
46604d6a-e48b-40b2-a6d1-951b4972378f,2026-01-11 13:12:38,TST* LOEWE,-1143.86
e941059a-b057-4b00-b77d-983c5a92498f,2026-01-11 05:04:29,Uber SAN FRANCISCO,-17.14
c4bfecb9-f25b-45c3-8688-f05396d46234,2026-01-10 22:39:35,SQ* Starbucks #12345,-4.75
6b51812c-70b5-4a9f-bd43-e3023aa88c3a,2026-01-10 18:04:43,SQ* LOEWE SAN FRANCISCO,-744.2
358a01eb-8a06-48ce-84be-31c5193450af,2026-01-10 13:49:42,AMZN MKTP US* LOEWE,-1447.44
b1c24389-1df5-4495-872d-0b823959a76f,2026-01-10 12:59:39,Amazon,-189.03
e6c7c99c-3c42-477c-9583-b73ea7ca0206,2026-01-08 23:49:53,LOEWE NY,-1454.12
efd5e81a-53ef-4507-84f7-f18359b132d6,2026-01-08 22:47:08,PAYPAL *LOEWE NY,-1485.54
4869b1f8-da1a-40ce-9c41-7d99d5622285,2026-01-08 09:53:52,TST* Whole Foods CA,-149.7
11040086-bf5d-4123-8edb-96fc4445ed9c,2026-01-08 06:48:50,PAYPAL *Alo Yoga,-91.81
4003c3e7-ea85-433a-afb3-3a6cb8399fc3,2026-01-07 18:49:28,TST* DoorDash NY,-27.53
183e33aa-22ae-49df-9ab3-16881a482ca7,2026-01-07 05:56:04,TST* Uber NY,-43.54
afe4cc3d-ac4d-4a6a-bb34-3ab10e9dd74c,2026-01-06 19:23:34,SQ* Uber,-30.83
e80bafda-c466-4565-a83f-6541540042ff,2026-01-05 17:27:53,SQ* Amazon,-44.36
eb699b99-8243-4f75-98a5-c9d1149b681f,2026-01-05 14:45:59,TST* Netflix CA,-15.0
d2b3d7a6-b398-45e2-ba66-6f95e694bc47,2026-01-05 04:49:01,Uber #12345,-37.78
32331141-3438-4b18-8ab2-715a63a4d473,2026-01-05 03:58:44,TST* Netflix SAN FRANCISCO,-15.0
656c80fd-0b90-44ce-825a-1f43c80c5adc,2026-01-04 15:54:34,TST* Netflix SAN FRANCISCO,-15.0
64dbb338-1c60-4093-a1c0-8702e26b6828,2026-01-04 02:15:41,TST* LOEWE NY,-1068.35
06e47dee-e1b7-4614-8cc2-5a48b5fcbe65,2026-01-04 00:45:58,Whole Foods NY,-56.95
20b5c7c0-e88a-404a-b718-8939438c3c7f,2026-01-03 20:21:19,AMZN MKTP US* Uber NY,-23.42
2cc795b9-138d-4146-bde3-97ac491f18d0,2026-01-02 21:57:28,Whole Foods CA,-73.4
f47ed0b1-e3b0-4499-b39c-aeaa069adb30,2026-01-02 07:50:43,AMZN MKTP US* Uber #12345,-30.31
975a0130-4b54-45d3-aba7-8405ac56d211,2026-01-01 14:21:58,PAYPAL *LOEWE,-1329.82
4d210180-3b3e-4abe-bdd4-ae1c3a7f13c4,2026-01-01 12:09:13,Amazon,-75.87
1511b0dc-9b3e-4e73-894f-14cb41313ce1,2026-01-01 08:00:00,ACH ELECTRONIC CREDIT DIRECT DEP TECH CORP,10000.0
9b4893ce-abae-4486-98c1-34cbe2f7bf2f,2025-12-31 01:22:19,SQ* Whole Foods SAN FRANCISCO,-131.26
1880ddc1-3b6a-4744-b9a2-3d2aac0ddc09,2025-12-30 19:34:00,DoorDash NY,-34.33
cb1fd3ac-cb9e-48cb-bf0d-46bf55a1487c,2025-12-30 06:57:20,SQ* Amazon SAN FRANCISCO,-89.33
fac08c9a-6884-4ded-a071-c78eb7ea5963,2025-12-29 17:20:38,Starbucks SAN FRANCISCO,-5.25
291450ab-d06e-44b3-a36e-a421d12769a0,2025-12-29 07:21:07,AMZN MKTP US* Whole Foods SAN FRANCISCO,-58.68
5e32a08f-652d-4c31-843c-c8b05b9d4f01,2025-12-28 20:32:14,AMZN MKTP US* Netflix #12345,-15.0
20499e72-f057-4435-814f-0863c10843e2,2025-12-28 11:45:41,PAYPAL *Amazon NY,-109.22
e2609790-3514-4c1d-a2f1-52408aa0797d,2025-12-27 10:04:43,SQ* Amazon SAN FRANCISCO,-54.7
f7f9aa76-20a0-4056-a479-d8124f906941,2025-12-26 23:24:12,Netflix SAN FRANCISCO,-15.0
59847f37-67e2-4071-b34a-8cd613d50041,2025-12-26 04:18:27,Alo Yoga NY,-58.35
9ca595ba-925d-4725-a2bf-c057086800d4,2025-12-25 04:07:25,TST* Netflix #12345,-15.0
9a72d8a9-f444-4650-aa1b-3bb5e5db7064,2025-12-23 13:23:28,SQ* Whole Foods #12345,-65.91
c6fde53b-ae57-404d-9edf-ce1509392dec,2025-12-23 01:01:59,TST* LOEWE SAN FRANCISCO,-642.27
0d26ddc6-3a4f-46e2-9305-1408d44646df,2025-12-22 10:27:59,TST* Netflix NY,-15.0
1912548d-ec64-4611-a986-8844e83cfce9,2025-12-22 05:19:15,PAYPAL *Uber,-36.25
41dc9255-9c05-47a1-855c-4e02b2016861,2025-12-21 12:36:33,Netflix NY,-15.0
707a6a1d-3418-4076-a3b4-85ddec468d1a,2025-12-21 10:55:04,SQ* LOEWE #12345,-837.52
088d2d08-dfda-4571-842a-4316da37aa00,2025-12-21 02:38:04,Netflix,-15.0
128ff18a-6faa-4613-bf76-b91894522a5a,2025-12-21 02:14:44,AMZN MKTP US* Whole Foods CA,-142.7
5fd66e05-7994-4c1f-a7a3-397d10583ca4,2025-12-20 21:50:49,PAYPAL *Amazon SAN FRANCISCO,-191.17
4bc82da1-e9e1-48fc-8fc3-22b05d2451f8,2025-12-19 19:15:41,AMZN MKTP US* Airbnb,-693.74
28ab5b72-be15-47dd-b08f-4ace3245fe67,2025-12-19 07:33:53,AMZN MKTP US* Netflix CA,-15.0
e5f0c5a4-4d92-4561-9427-35e478c87159,2025-12-19 04:24:54,AMZN MKTP US* Starbucks #12345,-9.05
5b3c3f35-99fa-4f3b-a05c-9d990e88673a,2025-12-13 21:29:38,PAYPAL *Whole Foods,-96.32
28a0c95a-5b8a-4afa-9485-acfff25eb647,2025-12-13 05:43:05,Whole Foods SAN FRANCISCO,-129.75
d44aba64-a490-4529-be18-6be07e5de3e9,2025-12-13 01:26:58,PAYPAL *Whole Foods NY,-121.51
045299d7-be77-4387-93fe-284c822d7475,2025-12-12 13:52:25,LOEWE SAN FRANCISCO,-1321.34
5a478ab8-2a84-4a0c-ac82-0b3e32bf13a2,2025-12-11 11:27:16,TST* Uber CA,-36.08
1784358a-d8da-46cf-ae1c-fdb551e2ac3c,2025-12-09 02:04:03,TST* Starbucks #12345,-5.75
40d4725a-d5eb-41bc-a88c-076fb86d0a53,2025-12-08 23:50:23,AMZN MKTP US* DoorDash,-40.35
7997d4b3-4c79-451d-a31d-5b834911e64a,2025-12-08 18:28:02,PAYPAL *Uber SAN FRANCISCO,-42.76
ffb45d75-ed3f-48dd-bdaa-817fabfa3533,2025-12-08 15:49:22,TST* Amazon SAN FRANCISCO,-77.08
07587fdf-873a-4b0d-bd85-207e685ebe8c,2025-12-08 04:54:15,Whole Foods,-138.67
6161c619-f235-4be4-a814-51fb562b25ed,2025-12-06 10:01:34,Alo Yoga NY,-63.08
f9d68a1d-3feb-4fc6-ba0a-1dee87548ba8,2025-12-06 09:35:51,AMZN MKTP US* Uber,-48.39
28f182ff-68a4-4764-98ff-f2cfeadf8ff7,2025-12-06 05:44:01,TST* Uber #12345,-39.95
f3ff1b83-39d5-45b7-a685-0230ceb32067,2025-12-05 15:51:34,PAYPAL *Amazon NY,-113.09
85aff070-3cb7-4a05-93a9-ce343fddf5cb,2025-12-03 12:20:46,TST* Whole Foods NY,-131.92
c49344a1-6fe4-4525-a6a6-63ff81064404,2025-12-03 11:11:09,SQ* Alo Yoga SAN FRANCISCO,-80.01
5684ab26-87d0-4218-aa82-af3f7f2c624f,2025-12-02 13:38:25,SQ* Alo Yoga CA,-100.19
dc7783ec-8e6b-4bab-bf48-b3bcaac073cc,2025-12-01 08:56:01,TST* LOEWE NY,-885.46
6a381cde-8cd8-467f-b10c-49ea9b1fba6d,2025-12-01 08:00:00,ACH ELECTRONIC CREDIT DIRECT DEP TECH CORP,10000.0
8bf22d10-2154-4d6e-86c7-100f06e9f008,2025-11-29 11:04:42,PAYPAL *Starbucks SAN FRANCISCO,-4.46
fa1a7a66-c5df-479d-8008-19b58eba8715,2025-11-28 18:16:05,SQ* Airbnb SAN FRANCISCO,-523.15
0c18400a-3e4d-4b35-ba14-ba810b2df6ca,2025-11-28 05:34:28,Netflix NY,-15.0
af19b635-0728-44f1-9186-321803b991f4,2025-11-27 23:57:50,TST* Alo Yoga,-105.2
d576337e-72d1-44a1-97aa-6e3ef3675118,2025-11-27 00:51:08,SQ* LOEWE #12345,-647.66
4d4e9338-cc62-49e8-bd43-ab751a205eda,2025-11-26 03:55:11,SQ* Amazon #12345,-24.48
e0a372a1-a31e-4cbe-a5a2-ca49f624b4de,2025-11-25 23:14:15,SQ* Amazon SAN FRANCISCO,-196.19
c254e894-7d09-4b74-a897-2ac42c1abc2a,2025-11-23 22:36:24,TST* Whole Foods SAN FRANCISCO,-62.73
dd8fbd47-ba5a-4f4d-833b-13f7d5aabdc9,2025-11-23 22:33:02,AMZN MKTP US* Netflix #12345,-15.0
e675986a-3457-49db-b30d-b55d26a66703,2025-11-23 06:03:05,SQ* Whole Foods SAN FRANCISCO,-88.54
102cc7ad-1faa-4059-96cc-5934196c1e99,2025-11-22 17:45:11,Starbucks NY,-11.94
91fa4576-c776-4c13-887d-90a68df9a788,2025-11-19 14:39:29,PAYPAL *Amazon CA,-57.53
1391beae-2785-418f-a3ba-45809fef393d,2025-11-19 12:05:24,AMZN MKTP US* Uber,-40.78
e54177fd-07cc-43ae-b206-f6a3cca5e6ac,2025-11-19 08:55:08,Whole Foods NY,-118.09
d4f75ae5-4b74-4a11-9794-ac6bcc77a98d,2025-11-19 00:52:49,PAYPAL *Whole Foods CA,-122.19
70b6e2b0-4b10-4e7e-b396-363616b1b071,2025-11-18 23:43:23,TST* Whole Foods NY,-130.47
6489bab4-a6c9-4aa0-83d1-33b2379ea9b9,2025-11-17 14:30:24,SQ* Amazon CA,-188.67
abc71aae-c88e-4f65-8980-49cb89d3d328,2025-11-17 09:22:24,TST* LOEWE CA,-992.62
bb579166-dc26-4489-9f26-ebbf0eee20f3,2025-11-16 12:25:38,TST* Alo Yoga SAN FRANCISCO,-94.52
